StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q65,QID1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q30,Q29,Q28,C1,C3,C4,C14,C16,C25,C26,C28,A5,A8,A17,A19,A31,A32,B10,B11,B21,B22,B34,B35,Q161,Q162,Q163,Q164,Q165,Q166,Q167,Q168,Q169,Q170,Q171,Q172,Q173,Q174,Q175,Q176,Q177,Q178,Q179,Q180,Q67,Q68,Q69,Q70,Q71,Q63,Q64,Q54,Q65,Q64,Q63,Q62,Q80,Q83,Q82,Q81,Q66,Q68,Q78,Q71,Q77,Q74,Q69,Q70,Q67
2022-03-01 11:25:05,2022-03-01 11:32:32,IP Address,205.235.61.2,100,447,True,2022-03-01 11:32:33,R_3JksyKkM4lXhKxq,,,,,40.335601806640625,-75.97899627685546875,anonymous,EN,Accept,Agree,Agree,Neither Agree nor Disagree,Agree,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Very often (A few times a week),Always (Every day),Always (Every day),Very often (A few times a week),Very often (A few times a week),Often (Once a week),Very often (A few times a week),Very often (A few times a week),Always (Every day),Always (Every day),Always (Every day),Very often (A few times a week),Always (Every day),Very often (A few times a week),Very often (A few times a week),Never,Always (Every day),Strongly Agree,Strongly Agree,Disagree,Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Somewhat Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,,,,,,,,,,,,,,,,,,,,,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,"THREE or MORE times in the past year, but not more than 15 times",MORE THAN 15 TIMES in the past year,ONCE or TWICE in the past year,Not in the past year,Not in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,"THREE or MORE times in the past year, but not more than 15 times",NEVER in my life,Strongly Agree,Strongly Disagree,Strongly Disagree,Neither Agree nor Disagree,Full-time,Education & Training,More than 10 but less than 500 employees,On-site work only,School Counselor,Non-managerial,50-59,Graduate degree,Male
2022-03-01 11:40:21,2022-03-01 11:54:06,IP Address,205.235.61.2,100,825,True,2022-03-01 11:54:07,R_3fdzC3NZgR8Hw4X,,,,,40.335601806640625,-75.97899627685546875,anonymous,EN,Accept,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Often (Once a week),Often (Once a week),Often (Once a week),Often (Once a week),Often (Once a week),Rarely (Once a month or less),Sometimes (A few times a month),Rarely (Once a month or less),Often (Once a week),Very often (A few times a week),Often (Once a week),Sometimes (A few times a month),Sometimes (A few times a month),Often (Once a week),Very often (A few times a week),Sometimes (A few times a month),Sometimes (A few times a month),,,,,,,,,,,,,,,,,,,,,Agree,Agree,Somewhat Agree,Disagree,Somewhat Disagree,Disagree,Agree,Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,"THREE or MORE times in the past year, but not more than 15 times",Not in the past year,"THREE or MORE times in the past year, but not more than 15 times",ONCE or TWICE in the past year,MORE THAN 15 TIMES in the past year,ONCE or TWICE in the past year,Not in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,"THREE or MORE times in the past year, but not more than 15 times",Not in the past year,Disagree,Disagree,Disagree,Disagree,Full-time,Education & Training,More than 10 but less than 500 employees,On-site work only,Teacher,Front-line management,40-49,Graduate degree,Male
2022-03-01 21:18:12,2022-03-01 21:24:46,IP Address,174.205.239.121,100,394,True,2022-03-01 21:24:46,R_3GiFYWT1FY4i7Lb,,,,,33.6562957763671875,-112.17060089111328125,anonymous,EN,Accept,Strongly Agree,Agree,Strongly Agree,Agree,Neither Agree nor Disagree,Agree,Strongly Agree,Neither Agree nor Disagree,Agree,Agree,Strongly Agree,Sometimes (A few times a month),Often (Once a week),Very often (A few times a week),Often (Once a week),Very often (A few times a week),Sometimes (A few times a month),Often (Once a week),Rarely (Once a month or less),Often (Once a week),Always (Every day),Very often (A few times a week),Very often (A few times a week),Always (Every day),Rarely (Once a month or less),Very often (A few times a week),Sometimes (A few times a month),Always (Every day),,,,,,,,,,,,,,,,,,,,,Somewhat Agree,Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Agree,Strongly Agree,Strongly Disagree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Somewhat Agree,Agree,Strongly Agree,Strongly Agree,Agree,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,"THREE or MORE times in the past year, but not more than 15 times",NEVER in my life,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,ONCE or TWICE in the past year,ONCE or TWICE in the past year,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Part-time,Business Management & Administration,Less than 10 employees,On-site work only,Accountant,Non-managerial,21-29,Bachelor degree,Female
2022-03-02 13:16:16,2022-03-02 13:25:27,IP Address,174.198.3.15,100,551,True,2022-03-02 13:25:27,R_AETkt7AMD2atlER,,,,,40.07110595703125,-75.20510101318359375,anonymous,EN,Accept,Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Agree,Agree,Agree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Often (Once a week),Very often (A few times a week),Very often (A few times a week),Often (Once a week),Very often (A few times a week),Often (Once a week),Very often (A few times a week),Often (Once a week),Often (Once a week),Very often (A few times a week),Often (Once a week),Sometimes (A few times a month),Very often (A few times a week),Sometimes (A few times a month),Often (Once a week),Sometimes (A few times a month),Often (Once a week),Somewhat Agree,Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Strongly Agree,Strongly Agree,Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Somewhat Disagree,Somewhat Agree,Agree,Agree,Agree,Agree,,,,,,,,,,,,,,,,,,,,,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,Not in the past year,MORE THAN 15 TIMES in the past year,"THREE or MORE times in the past year, but not more than 15 times",Not in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,ONCE or TWICE in the past year,Not in the past year,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Full-time,Education & Training,More than 10 but less than 500 employees,On-site work only,Teacher,Front-line management,40-49,Graduate degree,Male
2022-03-02 19:45:13,2022-03-02 19:55:31,IP Address,73.79.46.123,100,617,True,2022-03-02 19:55:31,R_1HizrRJbzRNXRaD,,,,,41.4355010986328125,-79.690399169921875,anonymous,EN,Accept,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Strongly Agree,Strongly Agree,Agree,Disagree,Agree,Neither Agree nor Disagree,Agree,Very often (A few times a week),Always (Every day),Very often (A few times a week),Very often (A few times a week),Very often (A few times a week),Very often (A few times a week),Very often (A few times a week),Very often (A few times a week),Always (Every day),Always (Every day),Always (Every day),Always (Every day),Always (Every day),Often (Once a week),Very often (A few times a week),Sometimes (A few times a month),Very often (A few times a week),Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Agree,Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,,,,,,,,,,,,,,,,,,,,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,ONCE or TWICE in the past year,ONCE or TWICE in the past year,NEVER in my life,NEVER in my life,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Part-time,Finance,More than 10 but less than 500 employees,On-site work only,Industrial engineer,Non-managerial,60 or older,Some college but no degree,Female
2022-03-03 11:22:21,2022-03-03 11:28:58,IP Address,173.251.70.131,100,396,True,2022-03-03 11:28:58,R_2EvkEJrf37OyAkt,,,,,40.8948974609375,-74.0110015869140625,anonymous,EN,Accept,Agree,Agree,Disagree,Strongly Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Agree,Often (Once a week),Often (Once a week),Sometimes (A few times a month),Often (Once a week),Often (Once a week),Very often (A few times a week),Rarely (Once a month or less),Sometimes (A few times a month),Often (Once a week),Sometimes (A few times a month),Often (Once a week),Sometimes (A few times a month),Often (Once a week),Sometimes (A few times a month),Sometimes (A few times a month),Never,Sometimes (A few times a month),,,,,,,,,,,,,,,,,,,,,Disagree,Somewhat Disagree,Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Disagree,Agree,Somewhat Disagree,Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Disagree,MORE THAN 15 TIMES in the past year,"THREE or MORE times in the past year, but not more than 15 times",MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,ONCE or TWICE in the past year,NEVER in my life,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,ONCE or TWICE in the past year,ONCE or TWICE in the past year,Disagree,Neither Agree nor Disagree,Agree,Disagree,Full-time,Marketing,More than 10 but less than 500 employees,On-site with the option to work remotely when needed,Digital Performance Marketer,Non-managerial,21-29,Bachelor degree,Male
2022-03-06 10:27:13,2022-03-06 10:45:18,IP Address,108.188.128.68,100,1085,True,2022-03-06 10:45:18,R_8nQAgLQ2xOOftT3,,,,,28.5980987548828125,-81.35150146484375,anonymous,EN,Accept,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,Neither Agree nor Disagree,Disagree,Agree,Disagree,Disagree,Neither Agree nor Disagree,Often (Once a week),Sometimes (A few times a month),Rarely (Once a month or less),Sometimes (A few times a month),Sometimes (A few times a month),Sometimes (A few times a month),Sometimes (A few times a month),Almost never (A few times a year or less),Often (Once a week),Very often (A few times a week),Sometimes (A few times a month),Sometimes (A few times a month),Always (Every day),Often (Once a week),Often (Once a week),Sometimes (A few times a month),Always (Every day),,,,,,,,,,,,,,,,,,,,,Somewhat Disagree,Disagree,Somewhat Agree,Strongly Disagree,Disagree,Agree,Strongly Agree,Disagree,Somewhat Disagree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Strongly Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,MORE THAN 15 TIMES in the past year,"THREE or MORE times in the past year, but not more than 15 times",MORE THAN 15 TIMES in the past year,Not in the past year,MORE THAN 15 TIMES in the past year,"THREE or MORE times in the past year, but not more than 15 times",NEVER in my life,MORE THAN 15 TIMES in the past year,"THREE or MORE times in the past year, but not more than 15 times",MORE THAN 15 TIMES in the past year,"THREE or MORE times in the past year, but not more than 15 times",Not in the past year,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Full-time,Education & Training,"More than 10,000 but less than 50,000 employees",On-site work only,"Elementary teacher ",Non-managerial,30-39,Graduate degree,Female
2022-03-07 09:31:59,2022-03-07 09:41:34,IP Address,144.129.78.242,100,574,True,2022-03-07 09:41:34,R_1ilYwkNu6hzGQ0U,,,,,28.0084075927734375,-82.695098876953125,anonymous,EN,Accept,Strongly Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Agree,Agree,Agree,Disagree,Agree,Agree,Strongly Agree,Very often (A few times a week),Always (Every day),Very often (A few times a week),Very often (A few times a week),Very often (A few times a week),Often (Once a week),Very often (A few times a week),Often (Once a week),Very often (A few times a week),Very often (A few times a week),Very often (A few times a week),Very often (A few times a week),Often (Once a week),Sometimes (A few times a month),Very often (A few times a week),Sometimes (A few times a month),Often (Once a week),Agree,Agree,Somewhat Agree,Disagree,Somewhat Agree,Agree,Agree,Strongly Agree,Somewhat Agree,Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,,,,,,,,,,,,,,,,,,,,,"THREE or MORE times in the past year, but not more than 15 times","THREE or MORE times in the past year, but not more than 15 times",ONCE or TWICE in the past year,ONCE or TWICE in the past year,MORE THAN 15 TIMES in the past year,"THREE or MORE times in the past year, but not more than 15 times",Not in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,ONCE or TWICE in the past year,NEVER in my life,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Fixed term / contractor,Human Services,More than 10 but less than 500 employees,Remote work with the option to work on-site,Director of Client Partnerships,Middle management,60 or older,Graduate degree,Female
2022-03-07 12:43:27,2022-03-07 12:55:19,IP Address,208.104.165.70,100,712,True,2022-03-07 12:55:20,R_114RJinBwbs7SHI,,,,,34.967193603515625,-81.049102783203125,anonymous,EN,Accept,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Always (Every day),Always (Every day),Always (Every day),Always (Every day),Always (Every day),Always (Every day),Always (Every day),Very often (A few times a week),Always (Every day),Always (Every day),Always (Every day),Always (Every day),Always (Every day),Always (Every day),Always (Every day),Always (Every day),Always (Every day),,,,,,,,,,,,,,,,,,,,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,Not in the past year,MORE THAN 15 TIMES in the past year,"THREE or MORE times in the past year, but not more than 15 times",NEVER in my life,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,Not in the past year,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Part-time,Health Science,Less than 10 employees,On-site work only,Pediatrician,Non-managerial,60 or older,Graduate degree,Female
2022-03-07 17:36:05,2022-03-07 17:51:53,IP Address,74.105.253.253,100,947,True,2022-03-07 17:51:53,R_1M4ylFElp7b7ucA,,,,,40.49920654296875,-74.499603271484375,anonymous,EN,Accept,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Agree,Agree,Strongly Disagree,Neither Agree nor Disagree,Agree,Strongly Agree,Very often (A few times a week),Always (Every day),Very often (A few times a week),Very often (A few times a week),Very often (A few times a week),Very often (A few times a week),Always (Every day),Very often (A few times a week),Very often (A few times a week),Always (Every day),Always (Every day),Always (Every day),Very often (A few times a week),Often (Once a week),Very often (A few times a week),Always (Every day),Often (Once a week),,,,,,,,,,,,,,,,,,,,,Somewhat Agree,Agree,Strongly Agree,Somewhat Disagree,Agree,Strongly Agree,Strongly Agree,Somewhat Disagree,Disagree,Disagree,Strongly Agree,Strongly Agree,Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Agree,Agree,Strongly Agree,Strongly Agree,MORE THAN 15 TIMES in the past year,"THREE or MORE times in the past year, but not more than 15 times",MORE THAN 15 TIMES in the past year,NEVER in my life,MORE THAN 15 TIMES in the past year,"THREE or MORE times in the past year, but not more than 15 times",NEVER in my life,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,Not in the past year,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Full-time,Human Services,More than 10 but less than 500 employees,Remote work only,"program coordinator ",Executive,21-29,Graduate degree,Female
2022-03-07 17:50:49,2022-03-07 17:58:04,IP Address,68.83.30.25,100,434,True,2022-03-07 17:58:04,R_BqUruozSFv992fv,,,,,40.7881011962890625,-74.6750030517578125,anonymous,EN,Accept,Strongly Agree,Agree,Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Sometimes (A few times a month),Sometimes (A few times a month),Sometimes (A few times a month),Sometimes (A few times a month),Sometimes (A few times a month),Sometimes (A few times a month),Sometimes (A few times a month),Sometimes (A few times a month),Often (Once a week),Sometimes (A few times a month),Often (Once a week),Very often (A few times a week),Always (Every day),Very often (A few times a week),Very often (A few times a week),Rarely (Once a month or less),Always (Every day),Agree,Somewhat Agree,Disagree,Strongly Agree,Somewhat Agree,Strongly Agree,Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Disagree,,,,,,,,,,,,,,,,,,,,,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,"THREE or MORE times in the past year, but not more than 15 times",MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,"THREE or MORE times in the past year, but not more than 15 times",Not in the past year,Strongly Agree,Disagree,Strongly Disagree,Neither Agree nor Disagree,Full-time,Education & Training,More than 10 but less than 500 employees,On-site work only,Teacher,Non-managerial,50-59,Graduate degree,Female
2022-03-07 18:10:40,2022-03-07 18:18:27,IP Address,99.171.138.9,100,466,True,2022-03-07 18:18:28,R_1jOGC3pzh9pbqnz,,,,,34.0034027099609375,-84.46050262451171875,anonymous,EN,Accept,Agree,Strongly Agree,Neither Agree nor Disagree,Disagree,Agree,Agree,Neither Agree nor Disagree,Agree,Agree,Agree,Neither Agree nor Disagree,Often (Once a week),Always (Every day),Very often (A few times a week),Often (Once a week),Very often (A few times a week),Very often (A few times a week),Very often (A few times a week),Often (Once a week),Very often (A few times a week),Always (Every day),Very often (A few times a week),Very often (A few times a week),Often (Once a week),Sometimes (A few times a month),Often (Once a week),Rarely (Once a month or less),Often (Once a week),Agree,Strongly Agree,Somewhat Disagree,Somewhat Disagree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Agree,Agree,Agree,Agree,Somewhat Agree,Agree,Agree,Agree,Agree,Agree,,,,,,,,,,,,,,,,,,,,,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,ONCE or TWICE in the past year,MORE THAN 15 TIMES in the past year,ONCE or TWICE in the past year,NEVER in my life,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,"THREE or MORE times in the past year, but not more than 15 times",Not in the past year,Disagree,Disagree,Disagree,Disagree,Part-time,Education & Training,More than 10 but less than 500 employees,Remote work only,"Adjunct Professor ",Non-managerial,60 or older,Graduate degree,Female
2022-03-07 18:08:23,2022-03-07 18:18:30,IP Address,68.54.67.81,100,606,True,2022-03-07 18:18:30,R_3J9GEagdixgluGh,,,,,35.07879638671875,-85.0630035400390625,anonymous,EN,Accept,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Agree,Strongly Agree,Often (Once a week),Always (Every day),Very often (A few times a week),Very often (A few times a week),Always (Every day),Sometimes (A few times a month),Very often (A few times a week),Often (Once a week),Often (Once a week),Always (Every day),Often (Once a week),Very often (A few times a week),Very often (A few times a week),Sometimes (A few times a month),Often (Once a week),Often (Once a week),Always (Every day),,,,,,,,,,,,,,,,,,,,,Somewhat Agree,Agree,Disagree,Somewhat Agree,Agree,Strongly Disagree,Somewhat Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,ONCE or TWICE in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,"THREE or MORE times in the past year, but not more than 15 times",MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,"THREE or MORE times in the past year, but not more than 15 times",Not in the past year,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Full-time,Health Science,More than 10 but less than 500 employees,Remote work only,Assistant Clinical Director,Executive,30-39,Graduate degree,Female
2022-03-07 18:33:30,2022-03-07 18:40:35,IP Address,24.218.128.140,100,425,True,2022-03-07 18:40:36,R_1HpDCIXyAAhRNav,,,,,42.246307373046875,-70.99720001220703125,anonymous,EN,Accept,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Disagree,Neither Agree nor Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Neither Agree nor Disagree,Rarely (Once a month or less),Rarely (Once a month or less),Sometimes (A few times a month),Sometimes (A few times a month),Sometimes (A few times a month),Rarely (Once a month or less),Sometimes (A few times a month),Rarely (Once a month or less),Almost never (A few times a year or less),Rarely (Once a month or less),Rarely (Once a month or less),Rarely (Once a month or less),Rarely (Once a month or less),Almost never (A few times a year or less),Often (Once a week),Rarely (Once a month or less),Sometimes (A few times a month),Somewhat Agree,Somewhat Agree,Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Disagree,Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Disagree,Strongly Agree,Agree,Agree,Agree,Somewhat Agree,,,,,,,,,,,,,,,,,,,,,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,Not in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,Not in the past year,Not in the past year,Not in the past year,Not in the past year,Not in the past year,Not in the past year,Agree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Full-time,Marketing,"More than 500 but less than 5,000 employees",On-site with the option to work remotely when desired,Merchandising Manager,Non-managerial,40-49,Bachelor degree,Female
2022-03-08 00:25:47,2022-03-08 00:34:11,IP Address,172.117.241.182,100,504,True,2022-03-08 00:34:11,R_3j393Jp8pPSMQA8,,,,,34.037994384765625,-118.45439910888671875,anonymous,EN,Accept,Strongly Agree,Strongly Agree,Agree,Disagree,Strongly Agree,Agree,Strongly Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Strongly Agree,Very often (A few times a week),Very often (A few times a week),Always (Every day),Very often (A few times a week),Very often (A few times a week),Always (Every day),Very often (A few times a week),Very often (A few times a week),Very often (A few times a week),Always (Every day),Always (Every day),Always (Every day),Very often (A few times a week),Very often (A few times a week),Always (Every day),Very often (A few times a week),Always (Every day),,,,,,,,,,,,,,,,,,,,,Agree,Strongly Agree,Somewhat Disagree,Somewhat Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,"THREE or MORE times in the past year, but not more than 15 times",ONCE or TWICE in the past year,ONCE or TWICE in the past year,Not in the past year,Not in the past year,Not in the past year,Not in the past year,Disagree,Disagree,Disagree,Disagree,Full-time,Education & Training,More than 10 but less than 500 employees,Remote work with the option to work on-site,Education Administrator,Non-managerial,60 or older,Bachelor degree,Female
2022-03-08 00:52:19,2022-03-08 01:01:37,IP Address,213.233.155.154,100,557,True,2022-03-08 01:01:38,R_12m75lmuDmALWpm,,,,,53.33819580078125,-6.25909423828125,anonymous,EN,Accept,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Often (Once a week),Very often (A few times a week),Sometimes (A few times a month),Very often (A few times a week),Very often (A few times a week),Rarely (Once a month or less),Often (Once a week),Often (Once a week),Sometimes (A few times a month),Very often (A few times a week),Sometimes (A few times a month),Sometimes (A few times a month),Very often (A few times a week),Sometimes (A few times a month),Very often (A few times a week),Sometimes (A few times a month),Very often (A few times a week),,,,,,,,,,,,,,,,,,,,,Agree,Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Agree,Agree,Somewhat Disagree,Somewhat Agree,Agree,Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,Not in the past year,MORE THAN 15 TIMES in the past year,"THREE or MORE times in the past year, but not more than 15 times",Not in the past year,Not in the past year,Not in the past year,Not in the past year,Not in the past year,NEVER in my life,Agree,Disagree,Neither Agree nor Disagree,Strongly Disagree,Full-time,Government & Public Administration,"More than 500 but less than 5,000 employees",On-site with the option to work remotely when needed,Head of Division,Middle management,50-59,Graduate degree,Female
